timestamp,fermenter_id,temperature,pH,CO2,ethanol,glucose,yeast,pressure,agitation_speed,acetic_acid,fermenter_age_hr,infection_label
2025-03-07 18:00:00,F1,32.53566886,5.563231191,109.104185,39.93677779,12.17440998,6.545385251,1.339104248,202.2230445,0.302327952,80,0
2025-03-07 20:00:00,F1,34.21684107,5.593853518,115.7373422,35.3228502,14.4946073,8.110836379,1.086121706,189.459094,0.306661306,82,0
2025-03-07 22:00:00,F1,31.22259467,5.192885575,104.5668801,42.25420529,12.27098274,6.573536089,1.134610291,200.2646271,0.270325738,84,0
2025-03-08 00:00:00,F1,30.7872596,5.651357736,85.03841187,51.65216172,15.08264229,8.358334071,1.077577499,220.6836686,0.289515863,0,0
2025-03-08 02:00:00,F1,31.24736443,5.622493759,90.81787833,44.39706406,14.66799637,5.871350875,1.064230127,204.4068003,0.268344422,2,0
2025-03-08 04:00:00,F1,33.37310318,5.296663374,113.2274447,38.29937552,13.55547009,6.148413166,1.359121529,208.8942621,0.298804637,4,0
2025-03-08 06:00:00,F1,32.49312666,5.451183905,98.30877314,42.57160628,12.14937169,8.818548716,1.254277467,188.716482,0.282230034,6,0
2025-03-08 08:00:00,F1,31.20535969,5.492138542,100.7957353,37.56069148,12.04500078,7.453161545,1.214029343,215.3962907,0.323123494,8,0
2025-03-08 10:00:00,F1,32.76990115,5.473100643,107.5882442,39.37406949,13.52759954,7.012141926,1.134342304,234.7715339,0.320181809,10,0
2025-03-08 12:00:00,F1,32.14561632,5.566771993,106.9632286,46.94409455,11.21665878,9.270845621,1.290761181,188.1279854,0.272317543,12,0
2025-03-08 14:00:00,F1,33.45296749,5.786273356,102.7879981,39.13063337,8.234958497,8.327626217,1.117577756,182.2715904,0.29993078,14,0
2025-03-08 16:00:00,F1,30.94692036,5.716353346,97.91331629,50.56317153,12.98400811,8.872090196,1.279363929,202.6331337,0.319155497,16,0
2025-03-08 18:00:00,F1,31.50850678,5.237556161,96.87331554,44.64439855,9.73786274,7.833757928,1.112748872,213.1325757,0.29474075,18,0
2025-03-08 20:00:00,F1,31.41183777,5.624413998,108.5789883,45.42797352,10.07571754,10.67962869,1.13554923,198.6291549,0.278153474,20,0
2025-03-08 22:00:00,F1,29.80472758,5.765786664,105.5356953,43.60813516,12.0004479,7.395486139,1.275828239,184.2019041,0.267227894,22,0
2025-03-09 00:00:00,F1,32.44418042,5.577361704,97.42699999,48.86423919,11.80975024,9.744495549,1.286382734,198.3712376,0.325628027,24,0
2025-03-09 02:00:00,F1,32.39158291,5.718196085,110.8211231,48.91579944,9.175848787,7.93863396,1.259747293,208.9713841,0.327081394,26,0
2025-03-09 04:00:00,F1,32.00767018,5.902454089,98.70965885,46.67527176,12.33098313,6.345489605,1.095032588,193.8945226,0.293761572,28,0
2025-03-09 06:00:00,F1,31.6481193,5.704741909,91.48337826,47.82394553,13.93227932,8.482848746,1.155327313,209.1088253,0.322984128,30,0
2025-03-09 08:00:00,F1,29.87694389,5.549861719,92.41029301,43.93955165,9.743316859,8.314762561,1.215689874,217.4706618,0.211043684,32,0
2025-03-09 10:00:00,F1,31.36903202,5.709017695,90.21259164,47.71101503,14.54496666,6.948678186,1.115071904,203.6034594,0.33982664,34,0
2025-03-09 12:00:00,F1,31.48592823,5.528977567,97.27589983,43.31061112,8.87965835,7.077780723,1.337096276,199.5807834,0.295291656,36,0
2025-03-09 14:00:00,F1,30.7965841,5.504780609,112.3372428,45.01115811,16.23464829,7.975302357,0.959805306,212.4401589,0.304253297,38,0
2025-03-09 16:00:00,F1,31.75807143,5.429717153,91.94904819,43.62678125,11.17747914,8.349747815,1.122126048,187.1584876,0.290384468,40,0
2025-03-09 18:00:00,F1,32.60607629,5.812682672,101.8847576,42.7139073,12.29123399,5.529336717,1.14904335,185.6793525,0.341871224,42,0
2025-03-09 20:00:00,F1,34.82927885,5.336314267,93.43310654,41.55444101,8.215932855,9.053121453,0.915605634,196.0014157,0.268178051,44,0
2025-03-09 22:00:00,F1,32.26186672,5.806473545,97.39690959,47.33845052,11.87572787,7.505502026,1.060377087,192.6218082,0.34423381,46,0
2025-03-10 00:00:00,F1,32.38632559,5.599972825,84.89958788,51.55302956,12.45696436,6.668252516,1.262528951,187.9498704,0.311888128,48,0
2025-03-10 02:00:00,F1,31.88833113,5.220138765,97.79461771,50.85550986,11.82767579,8.941066551,1.203028364,227.4570271,0.318679926,50,0
2025-03-10 04:00:00,F1,29.12184318,5.573529859,98.0629462,38.71717332,10.87383785,7.976382021,1.357313602,232.5798981,0.290123863,52,0
2025-03-10 06:00:00,F1,31.96022919,5.079994698,105.4028794,51.44601526,10.10687096,9.216165777,1.354522645,194.6944244,0.260753424,54,0
2025-03-10 08:00:00,F1,32.09034531,5.625101603,102.2328091,43.40920749,14.26105324,8.437952263,1.243304638,201.3757842,0.327915323,56,0
2025-03-10 10:00:00,F1,35.69486317,5.677046297,88.01607875,48.00366508,12.06161427,7.998485497,1.231323825,197.1823577,0.309342251,58,0
2025-03-10 12:00:00,F1,31.71145855,5.381528809,110.8419824,40.46892334,15.08150475,7.847270055,1.206593111,216.6124886,0.340848704,60,0
2025-03-10 14:00:00,F1,32.45232101,5.524709539,102.1030304,45.70989957,10.94703529,8.482712761,0.934491798,219.5846834,0.29418671,62,0
2025-03-10 16:00:00,F1,31.94793235,5.890831487,101.9839352,46.56861591,11.13041061,7.586468741,1.060544049,173.341043,0.287423059,64,0
2025-03-10 18:00:00,F1,30.24698294,5.398850659,99.90817647,37.57697604,13.63118849,7.147427411,1.21006755,207.140162,0.341642647,66,0
2025-03-10 20:00:00,F1,33.71423422,5.288218483,94.82242553,48.04133583,8.754050076,8.609909123,1.261602571,180.3976799,0.357356825,68,0
2025-03-10 22:00:00,F1,33.12789955,5.79633268,102.1780234,51.72967504,9.57307328,7.855512159,1.228966981,226.3740824,0.300280415,70,0
2025-03-11 00:00:00,F1,33.18654792,5.892517438,104.7558844,44.12676027,14.19496994,8.033567648,1.110753503,206.6037205,0.277417275,72,0
2025-03-11 02:00:00,F1,30.63591882,5.500739134,82.53104309,51.80084065,9.656132142,9.089379836,1.293740628,187.6497569,0.324315923,74,0
2025-03-11 04:00:00,F1,34.10419147,5.702292607,94.61239163,44.05153253,8.361897969,7.886123392,1.348244403,196.3801792,0.292379383,76,0
2025-03-11 06:00:00,F1,29.89722341,5.768295183,97.4505303,49.24792266,15.73705438,8.015033926,1.29379896,195.6653411,0.317977885,78,0
2025-03-11 08:00:00,F1,32.88028564,5.351503153,102.5617061,33.90715017,9.212364704,7.400350489,1.298959933,207.8766941,0.292221721,80,0
2025-03-11 10:00:00,F1,35.28568344,5.402938833,111.9331101,57.0938889,12.3682388,8.430739934,1.14407742,215.6286891,0.346920421,82,0
2025-03-11 12:00:00,F1,30.51419551,5.746174903,92.28259185,52.47729123,12.13817039,8.349827913,1.307593412,182.7768906,0.279015315,84,0
2025-03-11 14:00:00,F1,31.15055341,5.837002856,95.02038153,43.57687248,6.378743367,8.900775132,1.214575864,227.5813175,0.31441589,0,0
2025-03-11 16:00:00,F1,32.14947705,5.612576172,94.87465889,35.13955487,11.46536595,7.420871163,1.251155553,224.0853516,0.285338941,2,0
2025-03-11 18:00:00,F1,31.24478652,5.324037129,91.9847241,46.44014184,12.8968265,7.54218303,1.236543184,186.8701465,0.291554803,4,0
2025-03-11 20:00:00,F1,29.67400485,5.897412222,96.52813505,37.78037226,12.70861876,8.792137399,1.187851289,201.0920269,0.28763833,6,0
2025-03-11 22:00:00,F1,32.10284446,5.39380582,107.7080222,47.22426769,13.80704137,8.252213003,1.113999752,225.6621282,0.322158242,8,0
2025-03-12 00:00:00,F1,30.40654443,5.432972444,89.46164505,47.0578286,11.22501737,7.093781874,1.191786334,218.4937788,0.327550893,10,0
2025-03-12 02:00:00,F1,32.71038865,5.568467567,104.278144,40.29298415,13.42500888,9.306554068,1.298676162,194.9488545,0.316732165,12,0
2025-03-12 04:00:00,F1,30.62086365,5.810832084,82.9809777,50.60483512,10.62134186,6.301549432,1.155852419,212.2150972,0.296760496,14,0
2025-03-12 06:00:00,F1,34.32490161,5.670795195,94.38662004,49.02787351,9.179065167,8.784284753,1.289334726,244.9579744,0.304205401,16,0
2025-03-12 08:00:00,F1,30.82512006,5.5829731,96.705107,49.87911669,9.404543249,6.734787964,1.273707067,201.5773997,0.326931647,18,0
2025-03-12 10:00:00,F1,31.51690773,5.592657706,116.7485967,45.04428852,9.07577909,9.885788516,1.17010626,190.5102762,0.327879348,20,0
2025-03-12 12:00:00,F1,33.22027583,5.508702934,97.25197695,37.92237967,14.01917194,6.455400273,1.33888001,202.5862978,0.219291731,22,0
2025-03-12 14:00:00,F1,30.15370353,5.611627903,77.98756527,49.88936136,8.970852982,9.152250652,1.164445333,203.6982814,0.291833335,24,0
2025-03-12 16:00:00,F1,32.3411899,4.994087984,80.01111093,43.648143,12.54807768,7.91836564,1.350954686,192.1319489,0.293272236,26,0
2025-03-12 18:00:00,F1,33.96071413,5.440678508,100.3402959,38.05109928,11.46815161,7.63339743,1.243412698,206.624376,0.320077577,28,0
2025-03-12 20:00:00,F1,29.58877515,5.548264387,106.1377086,51.76019683,11.79470285,8.185396656,1.198413408,181.1839841,0.297996875,30,0
2025-03-12 22:00:00,F1,32.27695079,5.269797183,103.7545586,55.4970376,14.72721459,8.631900339,1.111219862,190.016992,0.321575501,32,0
2025-03-13 00:00:00,F1,32.38982419,5.577264664,101.6757011,44.79375936,11.12314527,7.095599498,1.191173977,211.3736716,0.267640177,34,0
2025-03-13 02:00:00,F1,33.17273431,5.459105756,111.622596,55.79560577,13.22320312,7.184212275,1.179624049,173.6769372,0.307801635,36,0
2025-03-13 04:00:00,F1,30.14457393,5.85109514,94.60408779,45.45657364,12.0751267,8.649604865,1.074170361,213.5475139,0.32700617,38,0
2025-03-13 06:00:00,F1,30.01931508,5.814603945,108.9491056,43.09772048,11.69596219,6.292657046,1.178238458,169.8202795,0.255768514,40,0
2025-03-13 08:00:00,F1,32.78291235,5.406838886,83.67985115,41.84770773,16.59993825,7.415770907,1.119619682,174.0301313,0.375409304,42,0
2025-03-13 10:00:00,F1,32.44547701,5.469832458,90.95052167,53.18541204,9.117316509,11.04068695,1.258599177,192.5153189,0.335726578,44,0
2025-03-13 12:00:00,F1,32.37573928,5.485210487,81.92958605,41.09928059,14.57826367,7.031987035,1.330628048,204.3029576,0.300040599,46,0
2025-03-13 14:00:00,F1,32.51967231,5.409668105,97.25154699,48.67634655,13.31281313,9.147802792,1.077308432,219.878954,0.275147757,48,0
2025-03-13 16:00:00,F1,30.97996292,5.539004997,99.53738783,42.20418082,11.04095001,7.414049231,1.371230773,200.8643414,0.294747445,50,0
2025-03-13 18:00:00,F1,32.34838055,5.348343586,101.1410149,42.69846619,15.25863703,8.509045145,1.187144897,196.3016959,0.302514071,52,0
2025-03-13 20:00:00,F1,32.43960871,5.273876933,100.6188335,50.15124847,8.303779775,8.654355691,1.102497862,208.6937187,0.313219877,54,0
2025-03-13 22:00:00,F1,30.92847287,5.624542245,90.72446669,43.09981577,10.95646669,9.128956735,1.275775478,186.9365177,0.345019825,56,0
2025-03-14 00:00:00,F1,34.79866177,5.625905917,98.09759156,42.9760231,9.583035591,7.799746173,1.155354552,202.0912274,0.285717046,58,0
2025-03-14 02:00:00,F1,32.71074938,5.339136848,85.02553331,50.66402349,12.82416693,9.988884639,1.191826332,182.0083061,0.316881295,60,0
2025-03-14 04:00:00,F1,30.21304475,5.679071086,113.6322898,52.98698647,9.773871798,7.410663435,1.159572176,201.2388578,0.261227125,62,0
2025-03-14 06:00:00,F1,32.98483041,5.373684454,96.96373927,48.22344902,12.86612789,8.234220414,1.118326207,198.0524551,0.287591979,64,0
2025-03-14 08:00:00,F1,30.53797749,5.550633048,95.11113881,41.72615112,11.62712717,8.245276932,1.272399703,187.9359812,0.311301505,66,0
2025-03-14 10:00:00,F1,33.18062691,5.664068803,115.8894033,42.4469575,11.04129211,6.87803188,1.17136986,202.4756095,0.320737875,68,0
2025-03-14 12:00:00,F1,33.73789337,5.493277487,87.57753466,45.39957632,12.77729449,7.714127745,1.056334821,202.3782448,0.277403026,70,0
2025-03-14 14:00:00,F1,30.76897652,5.590948182,88.74412886,46.60465031,11.46275675,8.161513499,1.255106012,217.6318102,0.286776249,72,0
2025-03-14 16:00:00,F1,33.44506419,5.396714071,89.03779675,40.06067045,9.822730314,7.567878957,1.079441765,175.915499,0.343816699,74,0
2025-03-14 18:00:00,F1,32.61917139,5.460706683,99.32128618,48.6151897,17.60274598,10.44092397,1.084673983,198.8592664,0.334857259,76,0
2025-03-14 20:00:00,F1,33.23309024,5.458828114,104.3163163,45.42756665,11.02566563,7.161376326,1.31926062,188.596064,0.306253717,78,0
2025-03-14 22:00:00,F1,34.84518947,5.350684331,107.3967547,36.42145841,7.56478184,9.179424468,1.08036601,213.0464309,0.232900645,80,0
2025-03-15 00:00:00,F1,31.63191783,5.464645167,125.7199532,40.35536759,10.31580262,8.856459813,0.968355514,211.308681,0.375333976,82,0
2025-03-15 02:00:00,F1,30.86939575,5.19027634,77.50567546,42.47935663,9.465446623,7.986137865,1.262286148,207.6181977,0.299402053,84,0
2025-03-15 04:00:00,F1,30.66572836,5.401769251,106.0873559,44.63571156,13.65229123,7.134790946,1.169613657,189.4425011,0.290622988,0,0
2025-03-15 06:00:00,F1,30.77628457,5.443024901,94.42869427,54.44639398,12.64330532,7.23174468,1.178234488,213.2820587,0.284329202,2,0
2025-03-15 08:00:00,F1,31.88434744,5.44876405,94.13584851,46.19085653,12.7974256,7.482032701,1.168549961,177.0480361,0.311291011,4,0
2025-03-15 10:00:00,F1,32.51172796,5.451700511,93.80227872,40.79614055,11.25995507,6.214258718,1.223166994,173.9703394,0.311597478,6,0
2025-03-15 12:00:00,F1,32.4150362,5.48764716,90.91230329,46.10315402,11.44129951,6.996534574,1.124728076,180.861935,0.328518836,8,0
2025-03-15 14:00:00,F1,33.24077487,5.595888304,116.8452483,43.23956126,11.25813779,6.517523485,1.347611487,199.4978778,0.272218135,10,0
2025-03-15 16:00:00,F1,32.01950284,5.674903415,108.4229733,46.6237912,11.83761363,9.345875003,1.052376952,210.127466,0.290625154,12,0
2025-03-15 18:00:00,F1,34.18030112,5.370046955,100.2319598,47.90283844,13.67066687,8.618462392,1.244487492,155.3595129,0.360916372,14,0
2025-03-15 20:00:00,F1,31.60301475,5.259359829,113.5101575,51.04615324,12.67215083,8.785974099,1.2642121,219.8411425,0.306737719,16,0
2025-03-15 22:00:00,F1,36.08025375,5.291591118,84.87471035,44.87856752,13.00022566,8.588831952,1.124034824,201.9666829,0.294824269,18,0
2025-03-16 00:00:00,F1,32.93850102,5.402559416,86.69294869,53.19480264,12.99911782,8.166967623,1.097626555,176.4834148,0.271751467,20,0
2025-03-16 02:00:00,F1,30.71426367,5.429615736,78.22032268,49.54011331,13.76888487,9.460680332,1.301717421,201.5142046,0.315178029,22,0
2025-03-16 04:00:00,F1,30.39366125,5.346000787,93.0058546,41.46280228,12.57630008,7.389237344,1.100913925,216.3878812,0.330930547,24,0
2025-03-16 06:00:00,F1,32.72370862,5.240776667,101.6169853,56.04927833,12.71769615,8.106669655,1.139333606,208.9916152,0.326237629,26,0
2025-03-16 08:00:00,F1,31.66480582,5.408775835,101.0285858,46.63497257,14.37761248,8.747058828,1.288730896,216.4860959,0.292235974,28,0
2025-03-16 10:00:00,F1,33.07100074,5.536285324,101.4934191,40.82437748,10.66990816,6.678790768,1.203474123,179.5063006,0.310837569,30,0
2025-03-16 12:00:00,F1,32.70985644,5.619005893,85.88943169,53.26456526,10.28851484,11.0965889,1.020285633,193.7899215,0.350149783,32,0
